materialnummer;bezeichnung
16351;IMM/K&K/Dreibund 1882 - Ag333 D40 20g
16352;IMM/K&K/Schloß Schönbrunn- Ag333 D40 20g
16353;IMM/K&K/Öst.Ung. Monarchie-Ag333 D40 20g
16366;I.B.K./Goldmedal Au999,9 1000g D74
16367;eonde Ag999 D34,90 40g s4mm GEB
16368;Ronde Cu D34,90 34,20g s4mm GEB
16369;ALT!! Toner HP LJ Q7551 A
16374;ALT!!!HP LJ Druckerpatr.Schwarz C9730A
16375;ALT!!!HP LJ Druckerpatr. Cyan C9731A
16376;ALT!!!HP LJ Druckerpatr.Magenta C9733A
16377;ALT!!!HP LJ Druckerpatr.Gelb C9732A
16378;ALT!!! HP LJ Bildtransferkit 9734 B
16379;ALT!!! HP LJ Bildfixiererkit 220V-Q3985A
16380;Pille 25 € Bimetall NIOB hellblau
16381;IMM/SCH/Messkelch  Ag333 D40 teilverg
16382;IMM/SCH/Reichskreuz  Ag333 D40 teilverg
16383;Stahl  K340  D35,8  ISODUR
16384;Stahl  K340  D60,8  ISODUR
16389;ALT!!! HP LJ Transferkit Q3675A
16390;IMM/SCH/Stephanbursa  Ag333 D40 teilverg
16391;IMM/SCH/Smaragdgefäß  Ag333 D40 teilverg
16392;IMM/SCH/Bocskai-Krone  Ag333 D40 teilvg.
16393;IMM/SCH/Hl.Lanze  Ag333 D40 teilverg
16394;IMM/SCH/Handschuhe  Ag333 D40 teilverg
16395;Shell Tonna S2 M68/TR (Tonna Oil T68)
16396;Shell  Omala S2 G100 (Omala Oil 100)
16397;Zain Au999,9  80x30x330mm roh (ARGOR)
16398;Müllsäcke, 120 l, transparent auf Rolle
16402;Ronde Au900/Ag60/Cu40 D15,75  1,70g GEW
16403;Ronde Rückhaltemuster Au900 m.Kornverf.
16404;Ronde Au900/Ag60/Cu D15,75 1,70g ROH
16405;Pesendorfer/Erstkomm.Med.Ag925 D40
16406;Mascot Alpamayo Sicherheitssandale S1P
16407;Mascot Alpamayo Sicherheitssandale S1P
16408;Sicherheitsschuh Mascot Alpamayo  S1P
16409;Sicherheitsschuh HKS Sandale Gr. 39
16410;Sicherheitsschuh HKS Sandale Gr. 40
16411;Sicherheitsschuh HKS Sandale Gr. 41
16412;Sicherheitsschuh HKS Sandale Gr. 42
16413;Sicherheitsschuh HKS Sandale Gr. 43
16414;Sicherheitsschuh HKS Sandale Gr. 44
16415;Sicherheitsschuh HKS Sandale Gr. 45
16416;Sicherheitsschuh HKS Sandale Gr. 46
16417;Sicherheitsschuh HKS Sandale Gr. 47
16418;SAMA/5 Halalas CuNi D19,5 2,5g verpackt
16420;SAMA/10 Halalas CuNi D21 4g verpackt
16422;SAMA/25 Halalas CuNi D23 5g verpackt
16424;ALT!!!HP LJ Druckerpatr.Schwarz  CC530A
16425;ALT!!!HP LJ Druckerpatr.Cyan  CC531A
16426;ALT!!!HP LJ Druckerpatr.Magenta CC533A
16427;ALT!!!HP LJ Druckerpatr.Gelb CC532A
16428;Qatar/100 QR Ag925 D50 40,64g
16429;Qatar/200 QR Ag925 D50 40,64g vergoldet
16430;Ronde Ag925 D49,65 40,64g GST KP ROL
16431;Ronde Ag925 D49,90 40,64g ROH
16433;Westminster/Medals Ag925 D38,61
16434;Westminster/Medals Ag999 D65
16437;Velourtasche groß f. Barren
16438;Velourtasche klein f. Barren
16439;Westminster/Medals Au916 D22,05
16440;Westminster/Medals Au916 D38,61
16441;Westminster/Medals Au999,9 D65
16442;Ronde CuNi25 D38,15 28,28g GST GEW
16444;IMM/R18/10 Dukaten-Karl V- Au585/415 D18
16445;IMM/R18/7 Dukaten-Maxim.I- Au585/415 D18
16446;IMM/R18/Goldgulden Sigism- Au585/415 D18
16449;Coil Ag900 70x4,2mm  vor/ungeglüht
16450;Toilette-Papier, 3-lg. 150 Blatt
16452;Flüssigseife soft rose 1000ml
16453;"Flüssigseife soft rose 475ml ""Mini"""
16462;Lufterfrischer Duftpatrone
16463;Hygienebag-Nachfüllungen
16464;Nachfüllung WC Sitz-Reiniger
16465;Latvia/Silver Coin Square Ag925 32mm
16466;Plättchen Ag925 31,85x31,85  26g KP
16467;Plättchen Ag925 31,85x31,85 26g ROH
16469;Firmungsmedaille Au585/415
16470;Ronde Br D29,80 10g GST GEW HS
16472;Rohling Gr.3/151 D60,8 K340 zylind.
16473;HP LaserJet Q7553X Druckkassette
16492;Shell Tellus S2 VX 46 (Shell Tellus T46)
16494;Ronde Bicol.-gefügt D24,75 8,4g 25SYP
16495;NOE LFV/Wedl Med. Ag925 D32 18g
16496;Ronde Ag925 D31,80 18g GST KP
16497;Ronde Ag925 D32,00 18g ROH
16499;Asfinag Medaille Au 986, 3,5 g D20,0
16501;Ronde Au900/Ag50/Cu50 D22,65 6,72g ROH
16502;Putztücher weiß sortiert
16504;VORLAGE GM+WZG Gräbener/1Paar Stemp.
16506;Werkzeug Vogel-Medaille
16507;Erste Bank - Medaille Ag333 D32 10g
16508;Ronde Ag333 D31,85 10g GST GEW
16509;Ronde Ag333 D32,05 10g ROH
16511;Werkzeug Erste Bank-Medaille
16514;Coil Ag333 85x2,5MM 2xvorge.2xgeglü
16517;ALT!Toner Kopierer XEROX Copy Centre 232
16518;ALT!!!Probierblei in Tabletten á 1g
16520;Ronde Ag999 D38,36 29,10g UGST
16521;Ronde Ag999 D38,36 29,10g ROH
16522;IMM/R18/Dukat Rudolf II - Au585/415 D18
16523;IMM/R18/1/2 Sovrano LeopII Au585/415 D18
16524;IMM/R18/Duk.Erzh.Ferd.Karl Au585/415 D18
16525;Ronde Au999,9 D29,93 15,552g UGST
16526;Ronde Au999,9 D13,73 1,25g GST
16530;1 Unze Au Bullion Wr. Philharm.  2010
16531;1/2 Unze Au Bullion Wr. Philharm.  2010
16532;1/4 Unze Au Bullion Wr. Philharm.  2010
16533;1/10 Unze Au Bullion Wr. Philharm.  2010
16534;1 Unze Silber 2010
16535;100 EUR Steph.Krone Ungarn  Au proof 10
16536;50 EUR Karl Landsteiner Au proof 10
16537;25 EUR Erneuerbar Energie AG/Niob HGH 10
16538;20 EUR  Virunum  Ag PP 10
16539;20 EUR  Vindobona  Ag PP 10
16540;10 EUR  Der Erzberg   Ag NP 10
16541;10 EUR  Der Erzberg   Ag HGH 10
16542;10 EUR  Der Erzberg   Ag PP 10
16543;10 EUR  Karl der Große  Ag NP 10
16544;10 EUR  Karl der Große  Ag HGH 10
16545;10 EUR  Karl der Große  Ag PP 10
16546;5 EUR Winterspiele 2010  Ag NP 10
16547;5 EUR Winterspiele 2010 AKTION Ag NP 10
16548;2x 5 EUR Winterspiele 2010  Ag HGH 10
16550;5 EUR Großglock. Hochalpenstr.  Ag NP 10
16551;5 EUR Großglock. Hochalpenstr. Ag HGH 10
16552;Kleinmünzensatz EURO HGH 2010
16553;Kleinmünzensatz EURO PP 2010
16556;Ronde Au999,9 D21,43 6,22g UGST
16557;Ronde Au999,9 D19,75 5,01g UGST
16558;Ronde Au999,9 D33,69 31,104g UGST
16559;Latvia/Collectors Coin Ag925 D35 ohn.WZG
16561;Latvia/Werkzeug Silver Coin Ag925 D35 22
16566;25 EUR Erneuerb. Energie Ag Hgh EINGEDOS
16575;Kartonzuschnitte 190x190x7, Qual. T34BC
16577;10 EUR Karl der Große    Ag HGH geprägt
16582;Durocit Pulver, Art.40200081
16583;ALT!!!Durocit Satz Art. Nr. 40200080
16584;Durocit Härter Flüssigkeit ASrt. Nr. 402
16600;"Zertifikat 100 EUR ""Stephanskrone"""
16601;"Schuber 100EUR ""Stephanskrone"""
16604;"Zertifikat 25EUR ""Erneuerb.Energie"""
16605;"Schuber 25EUR ""Erneuerb.Energie"""
16606;"Zertifikat 20 EUR  ""Virunum"""
16607;"Schuber 20 EUR ""Virunum"""
16608;"Zertifikat 20 EUR  ""Vindobona"""
16609;"Schuber 20 EUR  ""Vindobona"""
16610;"Klebefolder 10EUR HGH""Der Erzberg"""
16611;"Zertifikat 10 EUR  ""Der Erzberg"""
16612;"Schuber 10 EUR  ""Der Erzberg"""
16613;"Klebefolder 10EUR HGH""Karl d.Große"""
16614;"Zertifikat 10EUR ""Karl d.Große"""
16615;"Schuber 10EUR ""Karl d.Große"""
16617;"Aufsteller 5EUR f.30+1St.""Wintersp."
16618;"Klebefolder 5EUR NP""Winter.Skisprg"
16620;"Klebefolder 2x 5EUR HGH""Wintersp.10"
16622;"Klebefolder 5EUR HGH""Glockner Str"
16625;5 EUR Glockner Hochstr.  Ag HGH geprägt
16626;IMM/K&K/Hofburg - Ag333 D40 20g
16627;IMM/K&K/Wiener Moderne - Ag333 D40 20g
16628;IMM/K&K/Weltausstellung  - Ag333 D40 20g
16629;IMM/K&K/Babenberger - Ag333 D40 20g
16630;IMM/K&K/Völkerschlacht L - Ag333 D40 20g
16631;Faltkarton für Proof Set KLMS 2010
16632;Zertifikat  Proof Set KLMS 2010
16633;Ronde Au999,9 D13,85 1,25g ROH
16635;Ronde Ag999 D21,85 7,79g GST KP
16636;Ronde Ag999 D22,00 7,79g ROH
16637;"Kronen-Miniatur ""Stephanskrone"" 10"
16639;Fortuna/Svoboda Med. Au585/415 50x50 90g
16642;Werkzeug Svoboda-Medaille
16645;Fortuna/Svoboda Ansteckn.Au585 15x9
16646;"Prägungen für Etui ""Rom an der Donau"""
16650;Rücklaufmaterial 50 Tetri   unverst.
16651;Prägestempel verbr.  50 Tetri
16652;LDPE-SG-Säcke  260x370/0,18/50Tetri
16653;Werkzeug Svoboda-Anstecknadel
16656;IMM/SCH/Mariahilfbil  Ag333 D40 teilverg
16657;IMM/SCH/B.MariaThere  Ag333 D40 teilverg
16658;IMM/SCH/Bü. Donatus  Ag333 D40 teilverg
16659;IMM/SCH/Collane  Ag333 D40 teilverg
16660;IMM/SCH/Reichskrone  Ag333 D40 teilverg
16664;Rücklaufmaterial 25 SYP  unverst.
16665;Prägestempel verbr.  Syria/25Pounds
16667;Coil Ag873 85x15mm -1 gefräst
16668;Etui f. 50x50 + Nadel 15x9 blau
16670;Pilipinas/Prägestempel 1 Piso
16678;Welttaler XI, WNR1231, Ag900 D52  45g
16679;Nordic Gold Münzschrott FNMT 2009
16681;IMM/K&K/Kaiser Joseph II - Ag333 D40 20g
16682;IMM/K&K/Wiener Zeitung - Ag333 D40 20g
16683;IMM/K&K/Kolonialpolitik - Ag333 D40 20g
16684;IMM/K&K/Attentat in Genf - Ag333 D40 20g
16687;Nachverrechnung Mengendiff. AU (PC 403)
16688;Ronde Au999,9 D15,75  3,11g  GST
16691;Ronde Au999,9 D19,75  7,78g GST
16692;Ronde Au999,9 D31,75 31,11g GST GEW
16698;Gummihandschuh Featherweight L
16699;ALT!!!VersoCit-Satz
16701;Etui Lauterach grün f.Med.D63
16702;Ring Ag925 D33,85/23,00 9,00g KP
16703;IMM/R18/Dop.d. Joseph II- Au585/415 D18
16704;Ronde Pt999,5 D84,50 500g GEB
16705;Ronde Pt999,5 D84,50 500g GEB Zukauf
16709;Ronde Au917/Ag40/Cu43 D29,55 16,96G GEW
16710;Ronde Ag925 D29,84 14,40g GEW
16711;Azerbeidjan 100 Manat  Au999,9 -1oz  D37
16713;Gold gift card Au999,9  85 x 54  90g
16715;Antiqua Tr./Schützentaler 500 Franken Au
16718;Faltkarton für Proof Set (KLMS PP) 2012
16723;Ronde Ag999 D36,65 1oz KP
16724;IMM/R18/Duk. Maximilian II Au585/415 D18
16727;Nachverrechnung Mengendiff. AG (PC 403)
16728;Nachverrechnung Mengendiff. PT (PC 403)
16729;Ronde Au917/Ag40/Cu43 D29,90 16,96g ROH
16730;Ronde Ag925 D30,15 14,40g ROH
16731;Ronde Au585/Ag415 D20,8 3,49g GST GGL
16732;10 lari Georgian Collector Coin Ag 925
16733;Schrumpf-Halbschlauchfolie 270x0,038mm
16734;Ronde Au900/Ag60 D31,92 23,33g GEW
16735;IMM/R18/Franz II. - Au585/415 D18
16736;Kalendermedaille 2011 Ag900 D40 26g
16737;Kalendermedaille 2011 Ag900 D40 26g verg
16738;Kalendermedaille 2011 Au585 D40 28g
16739;Ronde Au900/Ag60 D32,10 23,33g ROH
16740;Glücksjeton 2011 Bronze
16741;Glücksjeton 2011 Ag900 D21,50 5g
16744;Weihnachtsanhänger Friedensengel 2010
16761;ALT!!!MÖAG-Mappe
16762;Grusskarte Deutsch Premium
16763;ALT!!! Kuvert C5/6 Antwort Mailing
16764;Kuvert C5/6 ohne Fenster Standard
16766;Kuvert C5/6 mit Fenster Standard
16767;Block A5 40 Blatt
16768;Kuvert C5 ohne Fenster Standard
16769;Kuvert C5 mit Fenster Standard
16770;Entgeltabrechnungskuvert (grün)
16771;ALT!! Papier mit Zahlschein ROT/BLAU
16772;ALT!!! Briefp- Deutsch m.MÖAGInfo Stand.
16773;ALT!!Briefp. Deutsch o.MÖAGInfo Standard
16774;Block A4 40 Blatt
16775;ALT!!! Briefpapier Mailing
16776;ALT!!! Kuvert C4 für Kundenz. Mailing
16777;ALT!!Taschenkuvert C4,o.Fenster,mit Logo
16778;ALT!!! Kuvert C4 mit Fenster Standard
16782;4er Satz  Euros (4x8 Münzen) HAWA
16783;Etui weinrot + Einl.34mm 10+20+25 €
16784;Armenia/100 Dram Ag925 28x40 28,28g
16785;Armenia/1000Dram Ag925 D40 33,60g
16786;Armenia/10.000Dram Au900 D22  8,60g
16787;Armenia/1000Dram Weißgold D26 15,6g
16788;Ronde Au585/Pd150/Ag265 D25,80 15,6g
16789;Ronde Au999,9 D17,15 3,89g GEW
16790;Ronde Au999,9 D17,30  3,89g roh
16792;Ronde Ag925 D34,85 22,0g GEW
16793;"Prägest.25EUR NIOB ""Australien"" AV"
16794;"Prägest.25EUR NIOB ""Australien"" RV"
16798;Ronde Ag925 D35,20 22,0g ROH
16799;"Sammelkassette ""Rom an der Donau"" ROH"
16802;Ronde Au900/Ag60 D49,80 100g GEB
16803;Ronde Pt999,5 D25,0 7,8g Zukauf
16804;Ronde Pt999,5 D24,80 7,8g GST
16807;Ethiopia/1Birr Bicolor D27 6,5g  geprägt
16808;Atrium Consult 1/25 oz  Au999,9  D13,92
16818;Kombiset 200 J. Schlacht am Berg Isel
16819;Coil Ag500 85x2,2MM 2xvorge.2xgeglü
16827;Anlagen MöAg 0% USt -( A-KL 635) PC705
16829;Etui D80 Eidechspap. blau 150x150
16831;Ronde Au999,9 D19,08 6,03G UGST
16832;Ronde Au999,9 D23,25 12,14G UGST
16833;Ronde Au999,9 D28,25 24,36G UGST
16834;Ronde Au999,9 D19,90 15,88G UGST
16835;Georgia/Goldbars 10g Au999,9
16836;Plättchen Au999,9 31,30x18,35  10g GEW
16837;Plättchen Au999,9 31,30x18,35  10g ROH
16839;Prägewerkzeug Georgia Goldbars 10g
16841;Werkzeug Afritz/Ehrenabzeichen
16842;Werkzeug Davilla-Taler Bregenz
16845;20 Unze Wr. Philharmoniker Schalter
16846;Ronde AG900 D41,0 36,0g ROH
16847;Ronde Ag900 D40,85 36,0g GEW
16849;Etui f. ÖOC 373x253x22 + 22 mm
16851;Ronde Au999,9 D34,0  31,10g  ROH
16852;Ronde Au999,9 D31,0  12,0g  ROH
16853;Ronde Au999,9 D30,85 12,0g GST
16854;Coil Ag925 85x4,2mm vorgest.1xgegl.
16855;Ronde Ag999 D50,20 42,0g ROH
16857;ALT!!! HP Toner CE 250 X schwarz
16858;ALT!!! HP Toner CE 251 A cyan
16859;ALT!!! HP Toner CE 252 A gelb
16860;ALT!!! HP Toner CE 253 A magenta
16861;Ronde WWF Jeton D23,95  6g
16862;Karton 200x120x120 (1 Lats)
16863;Ronde Ag900 D33,62 18,0g GEW
16864;Ronde Ag900 D33,62 18,0g KP
16865;Ronde Ag900 D34,0 18g ROH
16866;Etui 100EUR AU Karton D30 Goldpapier
16867;Ronde Ag800 D29,81 9,5g GEW
16868;Ronde Ag800 D30,15 9,5g ROH
16871;Holzetui Denzel f. 1x 1 fach Dukaten
16872;Holzetui Denzel f. 2 x 1 fach Dukaten
16873;Holzetui Denzel f. 1x4 fach Dukaten Erle
16875;Holzetui Denzel f. 2x4 fach Dukaten Erle
16876;Holzetui Denzel f. 3x4 fach Dukaten Erle
16878;Ring Ag925 D34,15 9,00g Hole D23,00 ROH
16879;Ronde Ag999 D36,83 31,10g KP
16880;Ronde Au999,9 D36,65 31,10g KP
16881;Ronde Au999,9 D27,65 15,55g KP
16882;Ronde Au999,9 D34,70 31,103g GEW
16883;Coolant-F
16885;Ronde Ag925 D26,0 8,0g ROH
16886;Ronde Ag925 D25,75 8,0g GEW
16887;Ronde Au999,9 D34,90 31,103g ROH
16888;Pille 25 € Bimetall Niob FARBMUSTER
16889;Gemischt EURO NP San Marino sackiert
16890;Med. Dampfb. Furka  Ag333 D30 10g
16892;Irland/10 Eur 2015 Ag925 D38,61 28,28g
16893;Irland/20 Eur 2010  Au999,9  D13,92  1g
16894;Etui D65 Eidechspapier rot
16895;Gemischt EURO PP San Marino in Doserln
16896;ALT!!!Reiniger 601 200 ml Spray
16897;IMM/Christkindltaler 2009 Ag333 D40 20g
16898;Gem.EURO SILBER SanMarino tlw.in Doserln
16900;Ronde Au999,9 für D13,92 1,0g Roh
16901;Ronde Au999,9 für D13,92 1,0g PF
16903;TU-Wien/Kemmerling Medaille  Br.pat. D80
16904;Ronde Ag925 D30,99 13,0g ROH (PP)
16905;Ronde Ag925 D30,80 13,0g KP
16906;Ronde Ag925 D30,60 13,0g GST GGL (NP)
16907;Ronde Ag925 D30,60 13,0g  NP
16908;Ronde Ag925 D39,85 25,0g ROH (NP)
16909;Ronde Ag925 D39,60 25,0g NP
16910;Ronde Ag925 D39,95 ?  25,0g ROH (PP)
16911;Ronde Ag925 D39,80 25,0g KP
16912;Ronde Au999,9 D27,90 15,55g ROH (NP)
16913;Ronde Au999,9 D27,60 15,55g KP NP
16914;Ronde Au999,9 D27,96 15,55g ROH (PP)
16915;Ronde Au999,9 D27,80 15,55g KP PP
16916;Ronde Au999,9 D33,81 31,11g ROH (NP)
16917;Ronde Au999,9 D33,60 31,107g KP NP
16918;Ronde Au999,9 D34,0 31,11g ROH (PP)
16919;Ronde Au999,9 D33,80 31,107g KP PP
16920;Coil Ag999 145x15mm -1 gefräst
16921;Coil Ag999 145x4,4mm vorgest.1xgegl
16922;Druckstückhalterung OBEN  MPU156  PS/N
16923;Druckstückhalterung KEIL  MPU156  PS/N
16924;Shell Vitrea Oil M320
16925;Ronde Au999,9 D99,40 1.000g GEB
16926;Moly Spray 400 ml
16927;Houghton Garia SL601
16928;ALT!!!VersoCit-Pulver
16929;ALT!!!VersoCit-Härteflüssigkeit
16930;IMM/ Jörg Haider  Ag333 D40 20g
16931;IMM/65 Jahre 2. Republik, Ag 333, DM 40
16932;Ronde Ag925 D32,58 13,50g GST/GGL
16934;R. Beiter 40J.Jubiläum Au999,9 D16 3,11g
16935;Ronde Ag925 D38,10 28,80g BP
16938;ALT!Briefpapier Deutsch m.MÖAGInfo Prem.
16939;ALT!!!Briefp. Deutsch o.MÖAGInfo Premium
16940;ALT!!Briefp. Englisch m.MÖAGInfo Premium
16941;ALT!!! Kuvert C5/6 mit Fenster Premium
16942;ALT!! Kuvert C5/6 ohne Fenster Premium
16943;ALT!!! Kuvert C5 mit Fenster Premium
16944;ALT!!! Kuvert C5 ohne Fenster Premium
16945;ALT!!! Kuvert C4 mit Fenster Premium
16946;ALT!!!C4 Kuvert ohne Fenter Premium
16947;ALT!Briefp. Englisch m.MÖAGInfo Standard
16949;Ronde Au585 D25,84 15,60g Weißgold
16950;Ronde Ag925 27,90x39,90 28,28g SLG
16951;Ronde Au900/Ag50 D21,84 8,60g SLG
16952;Marocco/50 J. CDG Ag925 D37 25g
16953;Marocco/Werkzeug Silber
16955;Marocco/Werkzeug Gold
16957;Luxenburg/Ag/Nb goldbr./Mersch D34 16,6g
16958;Samlerhuset/Ag925 D45 31,1g
16959;Samlerhuset/Ag925 D38 25g
16960;Samlerhuset/Ag925 D38,61 25g
16961;Samlerhuset/Ag925 D26 10g
16962;Samlerhuset/Au585/415 D21 3,494g
16963;Samlerhuset/Au916/Ag42/42 D21 3,494g
16964;Ronde Ag925 D38,60 28,80g ROH
16965;Ronde AG925 27,90x39,90 28,28g ROH
16966;Ronde Au900/Ag50 D22,15 8,60g ROH
16967;Samlerhuset/1 Paar Prägestempel
16968;Samlerhuset/2 Paar Prägestempel
16969;Samlerhuset/3 Paar Prägestempel
16970;Coil Au900/Ag50/Cu50  60x10 -2
16978;Nordic Moneta/Silver Medal Ag925
16979;Nordic Moneta/Gold Medal Au900
16983;USB-Stick 8 GB Version 2.0
16985;Nordic Moneta/1 GM + 1 Red.
16987;Nordic Moneta/1 Prägestempel einges.
16988;Kuvert C4 ohne Fenster Standard,mit Logo
16989;Folgeblatt Premium
16990;Grusskarte Englisch Premium
16991;Kuvert C6/5 mit Fenster Mailing Inland
16992;Kuvert C6/5 mit Fenster Maschinenfähig
16993;ALT!Briefp. Englisch o.MÖAGInfo Standard
16994;ALT!!Briefp. Englisch o.MÖAGInfo Premium
16997;Libanon/Mappe für Coin Set
16998;Libanon/Coin Set
16999;Ronde Ag925 D38,45 31,47g SLG
17000;Libanon/Wappen inkl. aufkleben
17001;Libanon/Kartoneinlegeteil schwarz
17004;Ronde Ag800 D16,85 2,00g SLG
17006;Ronde Ag800 D20,85 3,50g SLG
17007;Ronde Ag800 D14,85 1,50g SLG
17008;Ronde Ag800 D18,85 3,00g SLG
17009;Ronde Ag800 D24,85 6,00g SLG
17010;Ronde Ag800 D32,85 15,00g SLG
17012;Coil Ag900 85x4,2mm vorgest.1xgegl.
17013;Ronde Ag925 D38,60 31,47g ROH
17014;Ronde Ag925 D28,84 11,90g SLG
17015;Ronde Au585/Ag215/Ni200 15,6 g ZUKAUF
17016;Ronde Ag925 D29,25 11,90g ROH
17017;Ronde Ag800 D15,10 1,50g ROH
17018;Ronde Ag800 D17,05 2,00g ROH
17019;Ronde Ag800 D19,08 3,00g ROH
17020;Ronde Ag800 D21,10 3,50g ROH
17021;Ronde Ag800 D25,25 6,00g ROH
17022;Ronde Ag800 D33,25 15,00g ROH
17023;Papiertragetasche Torino
17028;MDM/Medaille Ag333 D36 14,5g
17029;Ronde Ag333 D35,80 14,50g GST GEW
17030;Ronde Ag333 D36,09 14,50g ROH
17031;MDM/Medaille Ag333 D40 20g
17032;Ronde Au585/Ag415 D22,38 4,75g VERG GEW
17033;Ronde Au585/Ag415 D20,80 3,494g SLG
17034;Ronde Ag925 D25,65 9,99g SLG
17036;Ronde Au585/Ag415 D21,0 3,494g ROH
17037;Ronde Ag925 D26,22 9,99g ROH
17038;MDM/Entwurf, GM, 1 Prägestempel
17040;Ronde Ag925 D33,80 15,00g GST GEW
17041;Ronde Ag925 D34,00 15,00g ROH
17042;IMM/RAG/1 Prägestempel
17049;Sonst.Leistungen Auftrags.-Fertigung 403
17050;Ronde Ag925 D32,84 15,50g SLG
17056;Ronde Au999,9 D12,40 0,7g GEW
17063;Ronde Au999,9 D12,40  0,7g ROH
17064;Ronde Ag925 D33,20 15,50g ROH
17065;KGS/Gödel-Medaille Ag999 D50
17066;KGS/Gödel-Medaille Au585/415 D50
17071;Ronde Au900/Ag50/Cu50 D25,85 12g SLG
17072;KGS/Gödel-Anstecknadel Au585/415 D20
17074;KGS/Gödel/Entwürfe + Gipsmodell
17075;Ronde Ag333 D32,30 10,20g GEW
17076;Ronde Au986,1 D41,85 34,90g KP
17077;KGS/Gödel/Prägestempel Avers D50
17078;KGS/Gödel/Prägestempel Revers D50
17079;KGS/Gödel/Prägestempel Anstecknadel
17080;Ronde Au900/Ag50/Cu50 D26,10  12g ROH
17081;Ronde Ag333 D32,60 10,20g ROH
17082;Ronde Au986,1 D42,05 34,90g ROH
17083;50 EUR Clemens von Pirquet Au proof 10
17086;"Zertifikat 50 EUR ""Clemens von Pirquet"""
17087;"Schuber 50 EUR ""Clemens von Pirquet"""
17091;Kapillarschlauch aus PTE
17092;Coil Au900/Ag50/Cu50 70x10
17093;Zain Silber Ag999 4,5x 145x 500 mm gefr.
17094;Ronde Au999,9 D26,82 15,577g KP
17095;Stahl  K890  D50,8  MICROCLEAN
17096;Stahl  K890  D35,8  MICROCLEAN
17098;Ronde Ag999 D99,50 1.005g GEB
17099;Ronde Au999,9 D27,07 15,58g ROH
17102;Ronde Ag999 D31,29 18,92g UGST
17103;Ronde Ag999 D19,90 8,83g UGST
17104;Ronde Ag999 D21,43 6,29g UGST
17105;Ronde Ag999 D24,40 12,01g UGST
17106;Ronde Ag999 D28,25 13,66g UGST
17107;Ronde Ag999 D19,08 3,38g UGST
17108;Ronde Ag999 D23,25 6,79g UGST
17110;Ronde Ag925 D29,85 14,6g GST BP
17111;Ronde Ag925 D30,00 14,6g ROH
17118;Ronde Au999,9 D13,80 1,0g UGST
17119;Ronde Au999,9 D13,80 1,0g ROH
17120;Ronde Au585/Ag415 D31,82 22,5g KP VERG.
17121;Flachbeutel Vacupac 300x380mm (IM)
17122;Ronde Au585/Ag415 D38,43 26,51g VERG GEW
17123;White Unicorn Holdings/Med. Au999,9 D50
17124;Ronde Au999,9 D49,70 100g GST KP
17125;Ronde Au999,9 D49,90 100g ROH
17127;Great Lakes Refinery/Silver Med. Ag925
17129;"Sammelkassette ""Rom an der Donau"""
17131;Ronde Ag750/Cu250 D33,90 17,0g GEW
17132;Ronde Titan D31,05  6,72g ROH
17133;Ronde Titan D30,85  6,72g GEW
17134;Schrabacher/Parkmünzen Werkzeug
17135;Ronde Au999,9 D32,85 31,10g GEW
17136;Mitnehmer Medaille D70 ROH
17137;Mitnehmer Medaille D80 ROH
17138;Urwerkzeug ROH
17139;Hammerschlag UT/ROH
17140;Hammerschlag OT/ROH
17141;Einfachschnitt-Oberteil ROH
17142;Einfachschnitt-Zapfenplatte ROH
17143;Einfachschnitt-Schnittplatte 70 ROH
17144;Coil Ag750Cu250 85x15mm -1 gefräst
17146;Ronde Ag750/Cu250 D33,90 17,0g ROH
17148;IMM/RAG/Guld. Max. I. Ag925
17149;IMM/RAG/Franz Joseph 1854 Ag925 D34 15g
17150;IMM/RAG/MariaTheresia 1765 Ag925 D34 15g
17151;Ronde Au900/Ag60/Cu40 D25,82  9,50g GEW
17153;Ronde Au900/Ag60/Cu D26,0  9,5g ROH
17154;Ronde Au999,9 D33,25 31,10g ROH
17155;Ronde Ag999 D39,44 32,39g UGST
17156;Späne Ag750
17158;Altmaterial div. zum VKF- Betriebsstoffe
17161;Cupro-Nickel Maltese lira withdrawn coin
17162;Nickel Maltese lira withdrawn coins
17165;Ronde Br D34,80 15g GST GEW
17166;Ronde Br D34,90 15g ROH
17167;Ronde Ag999 D99,5 1000g gestanzt geprägt
17168;Ronde Ag999 D99,5 1000g gest.gepr.gegl.
17169;Ronde Ag999 D99,5 1000g gest.gegl.bür.pr
17170;Ronde Ag999 1000g gest.gegl.geb.gep.gedr
17171;Joanneum/Werkzeug
17172;Monte Carlo/2 Euro Proof
17173;Titan-Blech f.Bicolor-Präg.1250X50X3mm
17174;Ronde Au900/Ag60 D26,96 15,51g GST GGL
17175;Ronde Ag333 D32,30 9,20g Spaleck poliert
17176;Ronde Ag999 D59,80 80g KP
17177;Etui D120 f. Camel Disc  Rot
17178;GPA/Seidel-Med. Au986 D45 49g
17179;Ronde Au999,9 D29,60 15,55G UGST
17181;Einlegeteil für Proofset (KLMS PP)
17182;Ronde Ag999 D60,0 80g ROH
17183;Eligius-Med. Br. ROH ca. 38x31 ov. 15g
17184;Eligius-Med. Br. pat., ca. 38x31 ov. 15g
17189;ALT!!E, GM, Werkzeug f. Eligius-Med.
17191;Rosalia Jungwirth Br. D50 75g
17192;Ronde Ag999 34,78x45,78 31,10g  gestanzt
17194;Ronde Au900/Ag60/Cu D69,80 10oz GEB
